0,0.407843,0.796078
0,0.411765,0.794118
0,0.415686,0.792157
0,0.419608,0.790196
0,0.423529,0.788235
0,0.427451,0.786275
0,0.431373,0.784314
0,0.435294,0.782353
0,0.439216,0.780392
0,0.443137,0.778431
0,0.447059,0.776471
0,0.45098,0.77451
0,0.454902,0.772549
0,0.458824,0.770588
0,0.462745,0.768627
0,0.466667,0.766667
0,0.470588,0.764706
0,0.47451,0.762745
0,0.478431,0.760784
0,0.482353,0.758824
0,0.486275,0.756863
0,0.490196,0.754902
0,0.494118,0.752941
0,0.498039,0.75098
0,0.501961,0.74902
0,0.505882,0.747059
0,0.509804,0.745098
0,0.513725,0.743137
0,0.517647,0.741176
0,0.521569,0.739216
0,0.52549,0.737255
0,0.529412,0.735294
0,0.533333,0.733333
0,0.537255,0.731373
0,0.541176,0.729412
0,0.545098,0.727451
0,0.54902,0.72549
0,0.552941,0.723529
0,0.556863,0.721569
0,0.560784,0.719608
0,0.564706,0.717647
0,0.568627,0.715686
0,0.572549,0.713725
0,0.576471,0.711765
0,0.580392,0.709804
0,0.584314,0.707843
0,0.588235,0.705882
0,0.592157,0.703922
0,0.596078,0.701961
0,0.6,0.7
0,0.603922,0.698039
0,0.607843,0.696078
0,0.611765,0.694118
0,0.615686,0.692157
0,0.619608,0.690196
0,0.623529,0.688235
0,0.627451,0.686275
0,0.631373,0.684314
0,0.635294,0.682353
0,0.639216,0.680392
0,0.643137,0.678431
0,0.647059,0.676471
0,0.65098,0.67451
0,0.654902,0.672549
0,0.658824,0.670588
0,0.662745,0.668627
0,0.666667,0.666667
0,0.670588,0.664706
0,0.67451,0.662745
0,0.678431,0.660784
0,0.682353,0.658824
0,0.686275,0.656863
0,0.690196,0.654902
0,0.694118,0.652941
0,0.698039,0.65098
0,0.701961,0.64902
0,0.705882,0.647059
0,0.709804,0.645098
0,0.713725,0.643137
0,0.717647,0.641176
0,0.721569,0.639216
0,0.72549,0.637255
0,0.729412,0.635294
0,0.733333,0.633333
0,0.737255,0.631373
0,0.741176,0.629412
0,0.745098,0.627451
0,0.74902,0.62549
0,0.752941,0.623529
0,0.756863,0.621569
0,0.760784,0.619608
0,0.764706,0.617647
0,0.768627,0.615686
0,0.772549,0.613725
0,0.776471,0.611765
0,0.780392,0.609804
0,0.784314,0.607843
0,0.788235,0.605882
0,0.792157,0.603922
0,0.796078,0.601961
0,0.8,0.6
0,0.803922,0.598039
0,0.807843,0.596078
0,0.811765,0.594118
0,0.815686,0.592157
0,0.819608,0.590196
0,0.823529,0.588235
0,0.827451,0.586275
0,0.831373,0.584314
0,0.835294,0.582353
0,0.839216,0.580392
0,0.843137,0.578431
0,0.847059,0.576471
0,0.85098,0.57451
0,0.854902,0.572549
0,0.858824,0.570588
0,0.862745,0.568627
0,0.866667,0.566667
0,0.870588,0.564706
0,0.87451,0.562745
0,0.878431,0.560784
0,0.882353,0.558824
0,0.886275,0.556863
0,0.890196,0.554902
0,0.894118,0.552941
0,0.898039,0.55098
0,0.901961,0.54902
0,0.905882,0.547059
0,0.909804,0.545098
0,0.913725,0.543137
0,0.917647,0.541176
0,0.921569,0.539216
0,0.92549,0.537255
0,0.929412,0.535294
0,0.933333,0.533333
0,0.937255,0.531373
0,0.941176,0.529412
0,0.945098,0.527451
0,0.94902,0.52549
0,0.952941,0.523529
0,0.956863,0.521569
0,0.960784,0.519608
0,0.964706,0.517647
0,0.968627,0.515686
0,0.972549,0.513725
0,0.976471,0.511765
0,0.980392,0.509804
0,0.984314,0.507843
0,0.988235,0.505882
0,0.992157,0.503922
0,0.996078,0.501961
0,1,0.5
